ratingKey,title,titleSort,addedAt,audienceRating,audienceRatingImage,contentRating,duration,durationHuman,editionTitle,guid,hasCreditsMarker,locations,originalTitle,originallyAvailableAt,rating,ratingImage,studio,summary,tagline,type,userRating,year,media.aspectRatio,media.audioChannels,media.audioCodec,media.audioProfile,media.bitrate,media.container,media.duration,media.hdr,media.height,media.isOptimizedVersion,media.videoCodec,media.videoFrameRate,media.videoProfile,media.videoResolution,media.width
920,Treasure Planet,Treasure Planet,2025-02-02T00:08:51,7.3,rottentomatoes://image.rating.upright,PG,5723893,1 hr 35 mins,,plex://movie/5d7768324de0ee001fccad68,True,/mnt/media/Jellyfin/Movies/Treasure Planet (2002)/Treasure Planet (2002).mkv,,2002-11-21,6.9,rottentomatoes://image.rating.ripe,Walt Disney Pictures,"In this science fiction rendering of the classic novel ""Treasure Island"", Jim Hawkins (Joseph Gordon-Levitt) is a rebellious teen seen by the world as an aimless slacker. After he receives a map from a dying pirate, he embarks on an odyssey across the universe to find the legendary Treasure Planet.",Find your place in the universe.,movie,,2002,1.66,6,aac,lc,7262,mkv,5723893,False,1080,False,hevc,24p,main,1080,1816
