ratingKey,title,titleSort,addedAt,audienceRating,audienceRatingImage,contentRating,duration,durationHuman,editionTitle,guid,hasCreditsMarker,locations,originalTitle,originallyAvailableAt,rating,ratingImage,studio,summary,tagline,type,userRating,year,media.aspectRatio,media.audioChannels,media.audioCodec,media.audioProfile,media.bitrate,media.container,media.duration,media.hdr,media.height,media.isOptimizedVersion,media.videoCodec,media.videoFrameRate,media.videoProfile,media.videoResolution,media.width
842,The Polar Express,Polar Express,2024-03-09T19:34:13,6.4,rottentomatoes://image.rating.upright,G,5994400,1 hr 40 mins,,plex://movie/5d77682e6f4521001ea9ac27,True,/mnt/media/Jellyfin/Movies/The Polar Express (2004)/The Polar Express (2004) - 2160p.mkv,,2004-11-10,5.5,rottentomatoes://image.rating.rotten,Golden Mean,"This is the story of a young hero boy who boards on a powerful magical train that's headed to the North Pole and Santa Claus' home on Christmas Eve night. During this ride, he embarks on a journey of self-discovery which shows him that the wonder of life never fades for those who believe.",This holiday season... believe.,movie,,2004,2.35,6,dca,dts,11322,mkv,5994400,False,1608,False,hevc,24p,main,4k,3840
